0 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61736	56448	50171	41932	33881	29491	25053	20765	16630	12696	10000	
B													
C													
D													
E													
F													
G													
H													
569 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61403	56448	50360	41824	34078	29692	24985	20587	16786	12739	9991	
B													
C													
D													
E													
F													
G													
H													
573 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61842	56470	49952	42227	33998	29812	24790	20636	16588	12680	9937	
B													
C													
D													
E													
F													
G													
H													
577 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	62075	56256	50289	42257	34051	29717	24730	20684	16555	12737	9969	
B													
C													
D													
E													
F													
G													
H													
581 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61406	56418	50061	42034	34133	29475	24987	20806	16508	12717	10009	
B													
C													
D													
E													
F													
G													
H													
584 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61558	56599	50072	42456	33977	29470	24724	20598	16561	12703	10006	
B													
C													
D													
E													
F													
G													
H													
588 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61549	56271	49959	41928	34057	29425	25055	20649	16502	12681	10020	
B													
C													
D													
E													
F													
G													
H													
592 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61508	56168	50101	41911	34092	29491	24742	20645	16532	12681	10045	
B													
C													
D													
E													
F													
G													
H													
596 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61549	56291	50022	42088	33683	29409	24827	20541	16549	12576	10039	
B													
C													
D													
E													
F													
G													
H													
600 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	62031	56470	49609	42089	33814	29501	24903	20695	16635	12768	9947	
B													
C													
D													
E													
F													
G													
H													
604 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61433	56352	50034	41903	33803	29304	24302	20483	16497	12684	10080	
B													
C													
D													
E													
F													
G													
H													
608 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61783	56547	50423	41788	33987	29437	25071	20522	16596	12673	9989	
B													
C													
D													
E													
F													
G													
H													
612 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	62008	56281	49993	41988	34008	29491	24707	20568	16440	12784	10012	
B													
C													
D													
E													
F													
G													
H													
615 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61585	56912	49973	42052	34144	29336	24947	20702	16614	12777	10043	
B													
C													
D													
E													
F													
G													
H													
619 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61549	56708	49829	42037	33730	29444	24910	20743	16569	12644	9983	
B													
C													
D													
E													
F													
G													
H													
623 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61013	56103	50041	41847	33775	29493	25016	20485	16496	12657	9931	
B													
C													
D													
E													
F													
G													
H													
627 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61040	56217	50005	41730	33984	29212	24765	20672	16391	12749	9888	
B													
C													
D													
E													
F													
G													
H													
631 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61767	56224	50132	42022	33920	29359	24795	20430	16435	12606	9918	
B													
C													
D													
E													
F													
G													
H													
635 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61001	55942	49889	42215	33670	29404	24779	20446	16558	12739	10037	
B													
C													
D													
E													
F													
G													
H													
639 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61165	56094	49674	42279	34007	29393	24698	20609	16577	12733	9988	
B													
C													
D													
E													
F													
G													
H													
643 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60906	56069	49841	41942	33816	29298	24875	20470	16441	12683	9941	
B													
C													
D													
E													
F													
G													
H													
646 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60557	56206	49731	41775	33917	29497	24733	20440	16474	12666	9960	
B													
C													
D													
E													
F													
G													
H													
650 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61310	55902	49722	41951	33831	29355	24763	20469	16719	12727	9912	
B													
C													
D													
E													
F													
G													
H													
654 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61243	55929	49927	41696	33773	29564	24976	20390	16435	12681	9956	
B													
C													
D													
E													
F													
G													
H													
658 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61251	56150	49522	42053	33772	29455	24727	20513	16542	12714	9906	
B													
C													
D													
E													
F													
G													
H													
662 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61255	56308	49939	41913	33869	29518	24668	20525	16446	12646	9958	
B													
C													
D													
E													
F													
G													
H													
666 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61322	55901	49529	41566	33617	29316	24733	20641	16493	12671	9976	
B													
C													
D													
E													
F													
G													
H													
670 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61174	55904	49779	41810	33638	29170	24826	20636	16495	12663	10079	
B													
C													
D													
E													
F													
G													
H													
673 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61018	55971	49574	41662	33627	29068	24854	20471	16511	12536	9932	
B													
C													
D													
E													
F													
G													
H													
677 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60948	55980	49700	41663	33887	29114	24806	20626	16389	12612	10037	
B													
C													
D													
E													
F													
G													
H													
681 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61130	55945	49621	42099	33723	29110	24839	20486	16300	12625	10006	
B													
C													
D													
E													
F													
G													
H													
685 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61445	56146	49720	41645	33612	29137	24780	20634	16412	12548	10019	
B													
C													
D													
E													
F													
G													
H													
689 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61018	55963	49203	41611	33461	29182	24586	20504	16368	12531	10080	
B													
C													
D													
E													
F													
G													
H													
693 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60623	55498	49286	41656	33358	29243	24598	20416	16361	12514	9880	
B													
C													
D													
E													
F													
G													
H													
697 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60821	56035	49620	41516	33413	29120	24539	20584	16424	12543	9935	
B													
C													
D													
E													
F													
G													
H													
701 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60379	55739	49506	41573	33576	28931	24581	20540	16344	12564	9877	
B													
C													
D													
E													
F													
G													
H													
704 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60703	55846	49268	41517	33482	29185	24526	20516	16401	12471	9932	
B													
C													
D													
E													
F													
G													
H													
708 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	61080	55415	49691	41825	33697	28972	24560	20525	16273	12522	9886	
B													
C													
D													
E													
F													
G													
H													
712 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60617	55762	49714	41364	33376	29025	24595	20410	16461	12694	9946	
B													
C													
D													
E													
F													
G													
H													
716 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60411	55617	49538	41300	33721	28952	24544	20483	16285	12564	10041	
B													
C													
D													
E													
F													
G													
H													
720 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60576	55186	49432	41473	33530	29068	24878	20383	16357	12453	9987	
B													
C													
D													
E													
F													
G													
H													
724 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60834	55471	49106	41351	33312	29165	24556	20260	16263	12508	9911	
B													
C													
D													
E													
F													
G													
H													
728 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60807	55544	48988	41603	33580	28882	24363	20441	16472	12469	9890	
B													
C													
D													
E													
F													
G													
H													
732 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60488	55426	48645	41632	33559	28872	24558	20290	16357	12452	9881	
B													
C													
D													
E													
F													
G													
H													
735 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60455	55523	48977	41424	33359	28992	24445	20505	16302	12586	9825	
B													
C													
D													
E													
F													
G													
H													
739 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60385	55332	49306	41755	33355	28898	24433	20356	16515	12561	9904	
B													
C													
D													
E													
F													
G													
H													
743 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60419	54935	48820	41204	33532	28969	24392	20295	16440	12625	9972	
B													
C													
D													
E													
F													
G													
H													
747 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60811	55530	48769	41214	33417	29127	24462	20274	16198	12511	9857	
B													
C													
D													
E													
F													
G													
H													
751 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60797	55566	48793	41597	33064	28879	24380	20223	16322	12541	9919	
B													
C													
D													
E													
F													
G													
H													
755 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60350	55207	49194	41437	33532	28924	24314	20202	16385	12434	9931	
B													
C													
D													
E													
F													
G													
H													
759 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60113	54882	48985	41362	33434	28983	24548	20265	16285	12633	9840	
B													
C													
D													
E													
F													
G													
H													
763 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60802	55075	49079	41158	33453	28822	24341	20342	16316	12480	9876	
B													
C													
D													
E													
F													
G													
H													
766 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60430	55602	49020	41977	33452	28868	24280	20339	16196	12435	9909	
B													
C													
D													
E													
F													
G													
H													
770 s
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	Overflow	60595	54952	49067	41479	33641	28847	24440	20140	16196	12471	9911	
B													
C													
D													
E													
F													
G													
H													
