sample	well	conc	GEF_conc	date	k_est	cutoff_time	data_file
PE20_K132H	C10	2.75	5	20180911	0.007	2600	4200	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C10	3	5	20180911	0.007	2500	5500		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C11	3.25	5	20180911	0.007	2700	5600	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C11	3.5	5	20180911	0.006	2900	8000		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C12	4	5	20180911	0.005	3100	7500	1100	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C12	4.5	5	20180911	0.004	3600	7400		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	E9	5	5	20180911	0.005	4800	11000		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E10	5.5	5	20180911	0.005	5200	12000		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E11	6	5	20180911	0.005	5500	12900		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E12	7	5	20180911	0.005	5400	13500		GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E9	8	5	20180911	0.004	7500	14000	1500	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E10	9	5	20180911	0.004	7300	14700	1800	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E11	10	5	20180911	0.003	8400	18000	1800	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E12	12	5	20180911	0.003	8800	17800	1550	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE22_K143W	G1	0.25	5	20180912	0.02	185	400		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G1	0.5	5	20180912	0.02	530	700		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G2	0.75	5	20180912	0.01	540	900		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G3	1	5	20180912	0.009	900	1500		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G2	1.5	5	20180912	0.009	1500	2250		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G4	1.5	5	20180912	0.008	1600	2500		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A1	1.75	5	20180912	0.008	1900	2500		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G3	2	5	20180912	0.006	2400	2700		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A2	2	5	20180912	0.007	2200	3000		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G5	2.25	5	20180912	0.007	2400	3700		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A3	2.5	5	20180912	0.007	2800	3800		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G4	3	5	20180912	0.006	3500	4300		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A4	3	5	20180912	0.006	3300	4900		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	3.25	5	20180912	0.005	3400	5300		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G5	3.5	5	20180912	0.005	3900	4800		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A6	4	5	20180912	0.005	4300	7700	1200	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	4.5	5	20180912	0.004	4900	6200		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A1	5.5	5	20180912	0.004	4500	7000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A2	7	5	20180912	0.003	5600	10000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A3	8	5	20180912	0.003	6600	10000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A4	9	5	20180912	0.003	7100	12000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A5	10	5	20180912	0.002	7600	12000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A6	12	5	20180912	0.002	8640	12000		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE25_R108G	C1	0.25	5	20180913	0.01	350	400		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E1	0.5	5	20180913	0.01	520	520		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C2	0.75	5	20180913	0.009	750	1000		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E2	1	5	20180913	0.009	1050	1100		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C3	1.25	5	20180913	0.008	1500	1975		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E3	1.5	5	20180913	0.007	1500	1900		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C4	1.75	5	20180913	0.007	1800	2400	1500	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E4	2	5	20180913	0.007	2000	3000		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	E1	2.25	5	20180913	0.007	2000	3300	1250	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G1	2.5	5	20180913	0.009	2300	3200		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E2	2.75	5	20180913	0.007	3000	4000	1250	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G2	3	5	20180913	0.008	2800	4000		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E3	3.25	5	20180913	0.007	3100	4900		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G3	3.5	5	20180913	0.007	3500	5300		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E4	4	5	20180913	0.007	4000	6320	1250	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G4	4.5	5	20180913	0.006	4500	8300	1000	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	G1	5	5	20180913	0.007	4500	6600		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G2	5.5	5	20180913	0.007	4700	8100		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G3	6	5	20180913	0.007	4900	9400		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G4	7	5	20180913	0.006	5600	10500		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	A1	8	5	20180913	0.006	6100	10800		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A2	9	5	20180913	0.006	6700	12900		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A3	10	5	20180913	0.005	7300	14800		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A4	12	5	20180913	0.005	8700	18600		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
